No,date,Label,baseline_HBO,baseline_HHB,baseline_TSI,Stage1_HBO,Stage1_HHB,Stage1_TSI,Stage2_HBO,Stage2_HHB,Stage2_TSI,Stage3_HBO,Stage3_HHB,Stage3_TSI,Stage4_HBO,Stage4_HHB,Stage4_TSI,Stage5_HBO,Stage5_HHB,Stage5_TSI,Stage1_activation_HBO,Stage1_activation_HHB,Stage2_activation_HBO,Stage2_activation_HHB,Stage3_activation_HBO,Stage3_activation_HHB,Stage4_activation_HBO,Stage4_activation_HHB,Stage5_activation_HBO,Stage5_activation_HHB,Stage1_different_HBO,Stage1_different_HHB,Stage2_different_HBO,Stage2_different_HHB,Stage3_different_HBO,Stage3_different_HHB,Stage4_different_HBO,Stage4_different_HHB,Stage5_different_HBO,Stage5_different_HHB,baseline_s_HBO,Stage1_s_HBO,Stage2_s_HBO,Stage3_s_HBO,Stage4_s_HBO,Stage5_s_HBO,baseline_s_HHB,Stage1_s_HHB,Stage2_s_HHB,Stage3_s_HHB,Stage4_s_HHB,Stage5_s_HHB,baseline_HBT,Stage1_HBT,Stage2_HBT,Stage3_HBT,Stage4_HBT,Stage5_HBT,baseline_s_HBT,Stage1_s_HBT,Stage2_s_HBT,Stage3_s_HBT,Stage4_s_HBT,Stage5_s_HBT
40,20200102,0,0.86907752,0.782098687,0,0.835625932,0.702382118,0,0.700317874,0.591442625,0.336744912,0.56705892,0.50056328,0.683833791,0.365745357,0.287422415,0.900654516,0.372184524,0.325096925,0.561861845,0.553920691,0.423881516,0.291598445,0.342749751,0.216986943,0.386148181,0.16388604,0.260207674,0.187473219,0.188682401,0.553920691,0.423881516,0.339216722,0.54705843,0.324591243,0.405134147,0.234650721,0.494867728,0.454190945,0.431218147,0.270007958,0.591076387,0.540817261,0.186632105,0.36170031,0.649837502,0.364366267,0.284966169,0.696693831,0.361409703,0.57243551,0.418295438,0.901053789,0.807888268,0.687873538,0.571756012,0.384670866,0.40803769,0.178837939,0.548502693,0.521179667,0.262625091,0.451962226,0.427693592
40,20200104,0,0.556044215,0.665103801,0.202390675,0.664663111,0.739489405,0.221710519,0.653553711,0.641704103,0.427467768,0.466497171,0.339477432,0.715649316,0.559150473,0.151114575,0.920390278,0.577247471,0.317094131,0.617165159,0.636110909,0.561030285,0.552250247,0.463908515,0.357884573,0.361224084,0.460482525,0.244683265,0.489009377,0.252794203,0.636110909,0.561030285,0.492593272,0.561618445,0.246915736,0.184043946,0.586046107,0.513020959,0.471587082,0.558215761,0.420208808,0.438945568,0.847845363,0.241216247,0.461577735,0.735225116,0.521288119,0.304934768,0.620125917,0.321567958,0.596506131,0.471694771,0.67500742,0.743618041,0.687474102,0.405617938,0.376970645,0.481638218,0.437440856,0.426262767,0.714141718,0.258794643,0.500521656,0.523590146
40,20200106,0,0.946243724,0.905944451,0.120685477,0.880867686,0.834480835,0.091493015,0.78181264,0.834168416,0.188551171,0.63506453,0.366665807,0.620649149,0.590908723,0.147405143,0.91081242,0.395181835,0.328481173,0.79750152,0.536274934,0.442501384,0.295900719,0.439402256,0.213441042,0.240886697,0.261884942,0.114116729,0.159715395,0.117159064,0.536274934,0.442501384,0.368132145,0.675109137,0.312090919,0,0.430678559,0.475615638,0.259702842,0.574673359,0.541013368,0.279061767,0.56663619,0.259508455,0.548532099,0.255260176,0.43592098,0.335435644,0.196117389,0.145438514,0.611989952,0.702582777,0.939818131,0.838639015,0.793147723,0.533738582,0.462736976,0.407945437,0.549125829,0.305059788,0.377990895,0.217850162,0.587628958,0.320178416
40,20200108,0,0.409568676,0.789643801,0.130360119,0.595197321,0.793411104,0.128041044,0.563566602,0.925422653,0.25397345,0.700070628,0.489683012,0.697335968,0.772992173,0.107381058,0.967401798,0.860762598,0.249180365,0.719718217,0.683460903,0.504327139,0.60748367,0.59122308,0.626330137,0.375763113,0.676622207,0.153262804,0.748878853,0.129597746,0.683460903,0.504327139,0.48353345,0.834469028,0.686306394,0.026034648,0.577675056,0.27649665,0.54734265,0.525751276,0.603353628,0.430169896,0.805467353,0.501013401,0.752626622,0.533200439,0.383276116,0.417265254,0.387424619,0.040162969,0.513309147,0.528660969,0.516330395,0.802166397,0.908465397,0.489372583,0.082438815,0.411436379,0.797633614,0.456536943,0.599149301,0,0.578544412,0.544257063
40,20200110,0,0.46919915,0.793397862,0.954572545,0.272679377,0.537549034,0.896088786,0.260945686,0.5942964,0.875303873,0.450111909,0.690289536,0.892389785,0.670901576,0.85756375,0.895876507,0.61640678,0.838591188,0.877952816,0.368026495,0.256517841,0.252584965,0.336906445,0.405282768,0.48676046,0.579201888,0.580103609,0.561436291,0.551103263,0.368026495,0.256517841,0.557283694,0.752516256,0.736270896,0.597178497,0.74105607,1,0.402677672,0.437812772,0.322256025,0.754165395,0.759836184,0.294623108,1,0.255360034,0.39160922,0.442086342,1,0.398160327,0.938534,0.370979375,0.705346825,0.406822645,0.447448495,0.603590675,0.861086396,0.812269343,0.237988993,0.816774138,0.828854466,0.336974239,1,0.137488829
40,20200113,0,0.881431567,0.961808839,0.750635835,0.915571743,1,0.428454896,0.88378165,0.996291873,0.230193149,0.856958425,0.967000526,0.281875941,0.815309819,0.758958874,0.360970674,0.754878467,0.360021044,0.138569416,0.612474402,0.552147628,0.459267162,0.523002412,0.417768936,0.547916707,0.438914843,0.43391843,0.423039638,0.106473869,0.612474402,0.552147628,0.429987626,0.665901645,0.485073758,0.439024795,0.448617857,0.541084207,0.401093379,0,0.363409124,0.607631585,0.658975418,0.490355825,0.126117279,0.708321835,0.517212041,0.364587764,0.475774637,0.448382664,0,0.478183371,1,1,1,0.955906145,0.851574722,0.586383667,0.362091431,0.619815359,0.500487058,0.458478026,0,0.495902287
42,20200110,0,0.141724105,0.812206586,0.342606748,0.456540114,0.286265197,0.80389438,0.671623131,0.24932185,0.739526224,0.815404678,0.227690345,0.696157396,0.828327013,0.153015811,0.756063874,0.756035625,0.087657775,0.888238685,0.760224389,0,0.975592202,0.061390004,0.892213705,0.215328672,0.861320985,0.167316703,0.829456555,0,0.760224389,0,0.754722004,0.648407618,0.70442682,0.501279569,0.512314426,0.649654732,0.389678019,0.29926908,0.427678827,0.714229396,0.83389412,0.383051567,0.375125541,0.590377798,0.20488032,0.096616464,0.612737246,0.210679272,0.661393965,0.323937642,0.134496634,0.310703371,0.550729796,0.752649412,0.812169434,0.681830733,0.464713949,0.699124765,0.87576644,0.373794045,0.454113059,0.381203165
43,20200109,0,0.936175181,0.536820586,0.597230364,0.395359765,0.903973255,0.508501148,0.614738471,0.540647182,0.650717023,0.74575655,0.283423998,0.872704154,0.341999445,0.066180679,0.908555736,0.33091487,0.219933673,0.852552738,0.133674691,0.829733298,0.142053473,0.478070362,0.300188281,0.401881352,0.111418395,0.264547173,0.124540163,0.259548553,0.133674691,0.829733298,0.769236323,0.239269559,0.682571726,0.237699243,0,0.471130649,0.436037061,0.534080915,0.377148462,0.382540448,0.662653828,0.20038588,0.324866472,0.542322924,0.429171729,0.420904487,0.358602513,0.345717751,0.604916897,0.35725863,0.935256864,0.718056317,0.665268749,0.620261056,0.184896002,0.283456331,0.340672407,0.43260452,0.456407915,0.227097175,0.388374515,0.298901853
43,20200113,0,0.050671897,0.223025614,0.313929554,0.085087879,0.374378326,0.138710448,0.344071361,0.500048499,0.402229137,0.369091733,0.279076495,0.411774738,0.503053115,0.080125325,0.574972384,0.802968652,0.648216108,0.502459379,0.512518001,0.596285073,0.743790154,0.669725294,0.632222595,0.576193352,0.708313414,0.439872954,0.909113555,0.754842688,0.512518001,0.596285073,0.860763105,0.839933117,0.516167469,0.277949318,0.629837911,0.49427438,0.750422709,1,0.343378172,0.689104043,0.804294006,0.222641617,0.677671453,1,0.417762115,0.537483995,0.786730588,0.247883109,0.825752133,0.61423681,0.041141241,0.043364292,0.316526438,0.307281815,0.442303924,0.777621458,0.348131861,0.770394605,0.78308756,0.25813793,0.766770629,0.832305489
43,20200119,0,0.324657285,0.77749458,0.481056728,0.278920113,0.890217358,0.659993045,0.497532597,0.580793335,0.60907694,0.670099834,0.243527212,0.693549839,0.885437778,0.100893044,0.884443648,0.895471148,0.072963369,0.95916754,0.477891842,0.607411263,0.625913225,0.337921071,0.662605662,0.243811858,0.794694257,0.15603339,0.817426811,0.010164499,0.477891842,0.607411263,0.78786876,0.304092126,0.731088756,0.15242969,0.749171122,0.563643534,0.473332565,0.334797251,0.356643059,0.670295643,0.661295967,0.501532442,0.75843319,0.415345541,0.536900605,0.478456925,0.35678325,0.25622135,0.651571064,0.353784094,0.431389977,0.380615349,0.542302813,0.644420396,0.901581401,0.855849065,0.428646418,0.817571057,0.548926449,0.495770891,0.855100315,0.159843251
44,20200122,0,0,0.250669252,0.268022333,0.147608212,0.821911013,0.35935928,0.55195718,0.677702898,0.647178083,0.830841088,0.228118299,0.952460438,0.922900473,0.035176392,0.968858752,0.900600968,0.301901204,0.504570045,0.601968648,1,0.997093464,0.785140037,1,0.531888667,1,0.399434829,0.998729878,0.489357409,0.601968648,1,0.996517549,0.5035942,0.881750724,0.029823469,0.609762924,0.497665867,0.442271122,0.65683966,0.386974466,0.703288721,0.874937003,0.479950755,0.617187232,0.66280487,0.874225136,0.576157925,0.038379672,0.250016704,0.594518656,0.631023016,0.131227234,0.456710151,0.772593754,0.820153328,0.847825309,0.907979641,0.649241367,0.905706218,0.607626854,0.406596117,0.631917828,0.611754343
