No,date,Label,baseline_HBO,baseline_HHB,baseline_TSI,Stage1_HBO,Stage1_HHB,Stage1_TSI,Stage2_HBO,Stage2_HHB,Stage2_TSI,Stage3_HBO,Stage3_HHB,Stage3_TSI,Stage4_HBO,Stage4_HHB,Stage4_TSI,Stage5_HBO,Stage5_HHB,Stage5_TSI,Stage1_activation_HBO,Stage1_activation_HHB,Stage2_activation_HBO,Stage2_activation_HHB,Stage3_activation_HBO,Stage3_activation_HHB,Stage4_activation_HBO,Stage4_activation_HHB,Stage5_activation_HBO,Stage5_activation_HHB,Stage1_different_HBO,Stage1_different_HHB,Stage2_different_HBO,Stage2_different_HHB,Stage3_different_HBO,Stage3_different_HHB,Stage4_different_HBO,Stage4_different_HHB,Stage5_different_HBO,Stage5_different_HHB,baseline_s_HBO,Stage1_s_HBO,Stage2_s_HBO,Stage3_s_HBO,Stage4_s_HBO,Stage5_s_HBO,baseline_s_HHB,Stage1_s_HHB,Stage2_s_HHB,Stage3_s_HHB,Stage4_s_HHB,Stage5_s_HHB,baseline_HBT,Stage1_HBT,Stage2_HBT,Stage3_HBT,Stage4_HBT,Stage5_HBT,baseline_s_HBT,Stage1_s_HBT,Stage2_s_HBT,Stage3_s_HBT,Stage4_s_HBT,Stage5_s_HBT
8,20190103,0,0.577863318,1,0.163448214,0.868335842,0.902896731,0.586466246,0.42500113,0.595293647,0.607131773,0.294452096,0.546182798,0.564775757,0.28600855,0.437648304,0.733200218,0.605303694,0.565094242,0.828666967,0.712633995,0.351536698,0.463060519,0.112647555,0.365639181,0.224373201,0.284560858,0.110242919,0.538105266,0.297746026,0.712633995,0.351536698,0,0.271813218,0,0.520219528,0.664233106,0.235707389,0.819374487,0.582689528,0.803577759,0.435056252,0,0.287223838,0.648326543,0.338609881,0.652685182,0,0.352117136,0.297327611,0.496860326,0.781973177,0.804500799,0.924053663,0.531511819,0.408044927,0.365273481,0.657471766,0.770144626,0.245983859,0.116695393,0.159740438,0.659982752,0.429509816
9,20190213,0,0.992571628,0.615071087,0.048987323,0.836824627,0.561537331,0.182473145,0.407913953,0.430644977,0.340595689,0.298560645,0.33742641,0.302978839,0.48595386,0.221255984,0.683074649,0.358532781,0.070928809,0.768698799,0.365609283,0.368276914,0.182856378,0.264743862,0.105732055,0.321991314,0.146591724,0.185879389,0.153146544,0.179612662,0.365609283,0.368276914,0.012304339,0.459179618,0.039659509,0.475666935,0.809123255,0.224362669,0.405494455,0.305271833,0.636559049,0.104365829,0.274641725,0.55262156,0.820189875,0.216066604,0.637170696,0.217879525,0.41331628,0.339031387,0.450198957,0.513603155,0.771147917,0.606421055,0.33860515,0.133750548,0.146177767,0.064599066,0.67299069,0.215769501,0.278458602,0.311324549,0.654728354,0.227727195
9,20190215,0,0.321407355,0.126159584,0.015353559,0.192889818,0.565121569,0.136659247,0.058613938,0.735160482,0.08736993,0.115171949,0.551514472,0.414174364,0.508324057,0.23082947,0.791264025,0.722369914,0.305530008,0.861566736,0.494130934,0.849644998,0.398759464,0.941679688,0.420984372,0.801643128,0.583925377,0.470657233,0.753997121,0.583527563,0.494130934,0.849644998,0.26356952,0.84321344,0.361629567,0.350754374,0.955973508,0.060279445,0.743225583,0.520395877,0.772066741,0.28004089,0.215555683,0.892080567,0.867289962,0.739949297,0.625146518,0.770765014,0.478604493,0.07294647,0.366182418,0.92950299,0.160054405,0.152783092,0.156970967,0.152537503,0.426506771,0.699330735,0.788628199,0.405564141,0.343647199,0.82320223,0.777342786,1
9,20190219,0,0.248476054,0.32124814,0.140254388,0.6031373,0.760606206,0.398107011,0.666922841,0.587261184,0.582444279,0.70415526,0.409067988,0.626975635,0.874623069,0.065757282,0.913216609,0.939729841,0.133508462,0.947475592,0.807384468,0.864818632,0.829536375,0.646710472,0.818306564,0.567932475,0.856570559,0.2500348,0.93020888,0.371980467,0.807384468,0.864818632,0.658208347,0.427167232,0.29375807,0.36505998,0.808238003,0.038127011,0.641770571,0.504191878,0.769432347,0.733042576,0.411087921,0.54854964,0.785991194,0.432482281,0.717396339,0.458417363,0.230600054,0.113421551,0.417846069,0.696050077,0.245022783,0.630882264,0.716390497,0.762563643,0.865185045,0.935832529,0.799691261,0.662406654,0.478631978,0.462812762,0.765025038,0.467736055
13,20190226,0,0.283148427,0.365650865,0.411173472,0.956115932,0.930256564,0.140364006,0.857494429,1,0.262334909,0.818874954,1,0.61284317,0.925036105,0.932431192,0.942068786,1,0.935626833,1,1,1,0.927119766,1,0.864773865,0.977358414,0.865883084,0.799774598,0.948487803,0.864308862,1,1,0.519180446,0.755903773,0.144906764,0.558249945,0.763987869,0.280532728,0.657588249,0.492922062,1,0.734396412,0.404133563,0.465295236,0.94012401,0.386867325,1,0.535725233,0.571566442,0.470002107,0.709255916,0.591267,0.345820134,0.312613828,0.366406917,0.100159249,0.391473465,0.405991376,0.6436131,0.585577462,0,0.555389033,0.994168541,0.247694953
14,20190315,0,0.565097561,0.418427939,0.419454077,0.439319418,0.362700602,0.610499832,0.56960021,0.202264672,0.807186243,0.738120247,0.123692411,0.841897358,0.904278343,0.106843907,0.932420242,0.733108846,0.384490275,0.850208641,0.455335478,0.351093826,0.562489622,0.20656943,0.638254102,0.292383962,0.675135236,0.221953136,0.624937811,0.482897599,0.455335478,0.351093826,0.709965192,0.399434918,0.538955861,0.505261467,0.806025693,0.301406623,0.413582738,0.706715168,0.541158912,0.690497769,0.544267622,0.634856804,0.571244936,0.241184153,0.552868236,0.266328655,0.364920914,0.396478526,0.70060369,1,0.591725914,0.224234504,0,0,0.408123164,0.723306016,0.489806187,0.144742085,0.468689329,0.84818896,1,0.842914454
14,20190317,0,0.777541923,0.657573435,0.183670296,0.494514296,0.898163345,0.113074476,0.126483581,0.673324443,0.145045121,0.042419331,0.622771686,0.198585213,0.22216106,0.594051892,0.42441745,0.250949775,0.677465586,0.400168345,0.322023258,0.681055956,0.145185816,0.459386121,0.089040978,0.505874064,0.119065002,0.409020097,0.20583102,0.547273215,0.322023258,0.681055956,0.008198132,0.376797698,0.100943988,0.5144015,0.796124294,0.303598634,0.526581695,0.549778554,0.51774608,0.063948058,0.215391642,0.279025419,0.692295406,0.351721743,0.587039842,0.188487028,0.360552172,0.604156877,0.558075558,0.61511766,0.454000853,0.041472655,0.25813213,0.515431547,0.781177217,0.81510598,0.50630934,0.670623001,0.688086519,0.811160093,0.709961139,0.542481263
19,20190420,0,0.178022901,0.429544471,0.076510648,0.311045501,0.429740439,0.376645913,0.297992998,0.325210512,0.471382503,0.216925839,0.399962781,0.404209284,0.401888513,0.215619085,0.706288857,0.597800684,0.081948571,0.887117721,0.680962149,0.410793774,0.642787314,0.313490413,0.572364827,0.49012355,0.608547592,0.287793325,0.756173111,0.282771784,0.680962149,0.410793774,0.46951643,0.47815056,0.0972468,0.683630803,0.804986317,0.169454319,0.712456874,0.320827245,0.639765269,0.698712554,0.079128318,0.561657939,0.789540716,0.542113299,0.578918969,0.26644767,0.461441397,0.380961948,0.491879136,0.433998528,0.075633584,0.211732447,0.370688189,0.46601869,0.632194226,0.685723286,0.645608174,0.588522381,0.741787599,0.527921181,0.791809306,0.249692508
20,20190501,0,0.374338994,0.022750322,0.352243781,0.698725562,0.567232377,0.649464274,0.62971643,0.497628762,0.893951268,0.625523581,0.416317536,0.887328091,0.915131576,0.274491385,0.959648269,0.897417147,0.275660344,0.945638952,0.767597201,0.952882479,0.724313831,0.800487913,0.691797453,0.769152453,0.802215505,0.558515961,0.833698284,0.617890691,0.767597201,0.952882479,0.492849155,0.537944716,0.220024108,0.486516038,0.894058342,0.20503169,0.565456493,0.452815299,0.651071492,0.471096877,0.313912621,0.727169181,0.923299889,0.488004393,0.632925469,0.364278657,0.402467871,0.298337686,0.386135523,0.597455881,0.140214651,0.200111532,0.213502877,0.179568752,0.30478676,0.476170263,0.650729445,0.564029414,0.219573625,0.538283066,0.767723498,0.507073357
26,20190618,0,0.862744457,0.438571876,0.07177893,0.731676994,0.04781486,0.519829574,0.496177365,0,0.524633799,0.417291289,0.085868947,0.546371354,0.138106,0.121925725,0.80399435,0.26239204,0.047465898,0.880686396,0.402568364,0,0.322833731,0,0.258658226,0.251097304,0.013299331,0.22048812,0.165502676,0.255943224,0.402568364,0,0.26226718,0.508038008,0.090630846,0.7140343,0.467608541,0.344275563,0.610022085,0.371849684,0.496671779,0.511801215,0.225171804,0.109229724,0.293876468,0.418810372,0.426145096,0.129771972,0.565770036,0.617665774,0.58577249,0.441004921,0.152566668,0.478221772,0.711316752,0.879561285,0.978908972,0.90197809,0.696097168,0.706596696,0.793440392,0.568234913,0.668329497,0.333931859
30,20190812,0,0.587994279,0.211250734,0.932809113,0.081759565,0.694865256,0.576951026,0.243152216,0.568328967,0.697785105,0.319637617,0.501271102,0.697153997,0.62386978,0.532099363,0.792775949,0.794810264,0.767262536,0.65039373,0.214417636,0.903078042,0.341866101,0.716655242,0.374247,0.708528233,0.487200883,0.622087878,0.650669635,0.83610254,0.214417636,0.903078042,0.658971266,0.479539517,0.388183559,0.499998412,0.896100672,0.349949953,0.715025263,0.690880278,0.403370278,0.59637276,0.514079378,0.56668334,0.835202118,0.570912023,0.669414039,0.359647696,0.36719028,0.386899022,0.537473208,0.92867328,0.061105877,0.203848096,0.541309321,0.815402766,0.943058511,0.951581546,0.585304833,0.719892101,0.853670142,0.545990524,0.840249164,0.35612894
30,20190813,0,0.275719623,0.535835196,0.394993444,0.368095453,0.844698455,0.246282966,0.672029197,0.769631517,0.216131663,0.818154801,0.892697347,0,0.959848458,1,0,0.800681276,0.990027091,0,0.639392063,0.743704968,0.815054648,0.647233403,0.869044154,0.786068891,0.892108704,0.747688784,0.82829757,0.811124407,0.639392063,0.743704968,0.94059951,0.561793761,0.492539325,0.718623637,0.790234638,0.422656944,0.432133833,0.484285982,0.568747384,0.853209759,0.553495586,0.532240743,0.696806491,0.095537102,0.720865538,0.221620721,0.526692751,0.63095742,0.726652198,0.567841958,0.369874611,0.00608376,0.163794065,0.222555183,0.548332204,0.816063446,0.484236468,0.518225845,0.587677344,0.551928353,0.813772706,0.74163137
34,20191202,0,0.397153908,0.107772151,1,0.608300919,0.118174964,0.848253941,0.554808761,0.450135238,0.638699645,0.55443378,0.57159857,0.440130731,0.357530372,0.925702033,0.20154441,0.55900114,0.82529723,0.37023361,0.693230843,0.397197151,0.662279632,0.687912587,0.634976477,0.82861217,0.442835529,0.942167002,0.609894994,0.926975993,0.693230843,0.397197151,0.490951925,1,0.231010674,0.733398257,0.532366796,0.619156037,0.712501422,0.393746462,0.655204255,0.694502246,0.454249973,0.063104154,0.797404619,0.065682055,0.496770324,0.353284206,1,0.572574383,0.884021544,0.375630965,0.738172224,0.863780901,0.214314843,0.692600306,0.257328426,0.341307929,0.551920902,0.185345933,0.870278795,0.17021693,0.399187923,0.137412133
47,20200327,0,0.142992436,0.914806655,0.185693794,0.272592476,0.71739379,0.294236455,0.380793856,0.409843964,0.501193108,0.445121104,0.336829387,0.584912721,0.722178685,0.396390364,0.728913836,0.789549424,0.322780353,0.779482936,0.684651371,0.239517067,0.717732693,0.00597133,0.730588492,0.124896412,0.828812622,0.131384856,0.895295155,0.186190154,0.684651371,0.239517067,0.633577669,0.251280184,0.35859484,0.50110593,0.879608991,0.36976749,0.625403304,0.388584696,0.632242489,0.620884798,0.313702456,0.658268475,0.825175082,0.450672208,0.551304703,0.243586993,0.250246514,0.378257463,0.479126629,0.657819939,0.324582618,0.271678821,0.647941341,0.776145541,0.782868195,0.829476251,0.578141744,1,0.962592085,0.367467546,0.712344956,0.482161034
