,Time_Host,Time_Arduino,easingdata,CH1_Oxy,CH1_Deoxy,CH2_Oxy,CH2_Deoxy,CH3_Oxy,CH3_Deoxy
0,0.003,5.27,-2.21,0.04892200420773989,0.7046790789961394,0.7205765878256203,0.8057280676242077,1.0,0.0
1,1.216,0.04,0.0,0.05831299355874716,0.7061079184094257,0.7246710995195715,0.8074013263698385,0.9974851663918699,0.017999622026240576
2,1.237,0.1,0.0,0.06768723515785975,0.7074153655924615,0.7287919587189262,0.8090955819485653,0.9949244404303137,0.0359983596798938
3,1.258,0.15,0.0,0.07703973778034062,0.7085999913573886,0.7329373667480931,0.8108101376110337,0.9923183852178631,0.05398893120219448
4,1.279,0.21,0.0,0.08636551439196279,0.7096604666929409,0.7371055004958903,0.8125442643441225,0.9896676026169962,0.07196405945697396
5,1.3,0.26,0.0,0.09565958802138123,0.7105955647292358,0.7412945142871105,0.8142972007982495,0.9869727332739856,0.08991647873673285
6,1.32,1.05,0.0,0.10491699764195578,0.7114041625858407,0.7455025417830683,0.8160681532660349,0.9842344566039856,0.10783894153679804
7,1.34,1.11,0.0,0.11413280404857366,0.7120852431008752,0.7497276979062343,0.8178562957156015,0.9814534907364919,0.12572422528520907
8,1.402,1.16,0.0,0.12330209571556784,0.7126378964390432,0.7539680807842803,0.8196607698814883,0.9786305924202837,0.14356513901659304
9,1.482,1.22,0.0,0.13241999462236978,0.7130613215766322,0.7582217737090872,0.8214806854158518,0.9757665568869119,0.16135452997889324
10,1.515,1.27,0.0,0.1414816620340683,0.7133548276616577,0.7624868471064774,0.8233151201023244,0.9728622176717926,0.17908529016240252
11,1.552,1.33,-0.01,0.15048230422457023,0.7135178352474669,0.7667613605126515,0.8251631201345905,0.9699184463919143,0.1967503627411238
12,1.614,1.38,0.08,0.1594171781305277,0.7135498773982739,0.7710433645534969,0.8270237004614469,0.9669361524791703,0.21434274841703518
13,1.675,1.44,0.14,0.16828159692454425,0.7134506006653072,0.7753309029230915,0.8288958451998533,0.9639162828683012,0.23185551165838486
14,1.717,1.49,0.09,0.1770709354963339,0.7132197659325595,0.7796220143578088,0.8307785081172683,0.9608598216384654,0.24928178682366953
15,1.839,1.55,0.09,0.1857806358306004,0.7128572491315135,0.7839147346024914,0.8326706131844053,0.957767789607554,0.26661478416345036
16,1.859,1.6,0.25,0.1944062122706668,0.7123630418245394,0.7882070983652583,0.8345710551993414,0.9546412438784836,0.2838477956926286
17,1.9,1.66,0.14,0.20294325665739066,0.7117372516568834,0.7924971412576745,0.8364787004836554,0.9514812773368535,0.30097420092626104
18,1.942,1.71,0.15,0.21138744333349777,0.7109801026773164,0.7967829017171935,0.8383923876509908,0.9482890180994528,0.317987472472459
19,2.003,1.77,0.3,0.21973453400406318,0.710091935527683,0.8010624229089512,0.840310928448152,0.9450656289132361,0.3348811814763672
20,2.064,1.82,0.18,0.2279803824444882,0.7090732075017528,0.805333754604158,0.8422331086685758,0.9418123065045184,0.3516490029096468
21,2.126,1.88,0.18,0.23612093904795964,0.7079244924739124,0.8095949550325012,0.8441576891377123,0.9385302808782663,0.3682847207003009
22,2.209,1.93,0.27,0.244152255205012,0.7066464806983731,0.8138440927061343,0.8460834067695536,0.9352208145674865,0.38478223269807343
23,2.23,1.99,0.27,0.2520704875084367,0.705239978479672,0.8180792482129793,0.8480089756932314,0.9318852018328224,0.4011355554710292
24,2.27,2.04,0.22,0.25987190177737574,0.7037059077153655,0.8222985159772146,0.8499330884482855,0.9285247678125653,0.41733882892928614
25,2.331,2.1,0.21,0.2675528768949631,0.7020453053119422,0.8265000059849326,0.8518544172468961,0.9251408676233912,0.43338632077220574
26,2.391,2.15,0.33,0.2751099084544176,0.7002593224751105,0.8306818454730767,0.8537716153010402,0.9217348854122643,0.4492724307556423
