,Time_Host,Time_Arduino,easingdata,CH1_Oxy,CH1_Deoxy,CH2_Oxy,CH2_Deoxy,CH3_Oxy,CH3_Deoxy
0,1.225,0.04,0.0,0.0,0.7352418171285262,0.0,0.38695054109625976,0.0,1.0
1,1.246,0.1,0.0,0.0015098004700765848,0.7330918498948032,0.0007812567461245915,0.3857706355580076,0.0014257340618950207,0.9889051674255337
2,1.267,0.15,0.0,0.0029991177925248265,0.731008814965264,0.0015558602307960002,0.38465472389891137,0.002858938605086962,0.9778913105421031
3,1.287,0.21,0.0,0.004467970399633876,0.7289935266640616,0.0023240121368073865,0.3836036303495312,0.004299533958037674,0.9669628466958355
4,1.308,0.26,0.0,0.005916410640462468,0.7270467441185868,0.0030859339448598,0.38261813467382466,0.0057474456001640195,0.9561241230972521
5,1.329,0.32,0.0,0.007344524604137417,0.725169170989896,0.003841866707752539,0.38169897173337997,0.007202604129312095,0.9453794132887503
6,1.35,1.06,0.0,0.008752431880955956,0.7233614552794256,0.0045920707865060445,0.38084683110888257,0.008664945211046427,0.9347329137259864
7,1.371,1.12,0.0,0.010140285262383641,0.7216241892093163,0.005336825549031843,0.38006235677728034,0.010134409510029274,0.9241887404755754
8,1.413,1.17,0.0,0.011508270381220508,0.7199579091734202,0.0060764290320700015,0.37934614684293727,0.011610942603822436,0.9137509260312145
9,1.475,1.23,0.0,0.012856605293388161,0.7183630957558358,0.006811197567220092,0.3786987533208858,0.01309449487950077,0.9034234162500521
10,1.581,1.28,-0.1,0.014185540002966925,0.7168401738135722,0.0075414653719958315,0.37812068197011156,0.014585021413519743,0.8932100674108433
11,1.601,1.34,-0.06,0.015495355932276604,0.7153895126197475,0.008267584106932421,0.3776123921746331,0.016082481835324413,0.8831146433952124
12,1.661,1.39,-0.06,0.01678636533891545,0.714011426063634,0.008989922399855462,0.377174296870026,0.017586840175209003,0.8731408129932565
13,1.683,1.45,-0.14,0.018058910681715643,0.7127061729039996,0.009708865338463551,0.3768067625130738,0.01909806469693124,0.8632921473348001
14,1.743,1.5,-0.1,0.01931336393754233,0.7114739570725888,0.01042481393238624,0.3765101090924585,0.02061612771556626,0.853572117447772
15,1.784,1.56,-0.05,0.020550125870803376,0.7103149280250903,0.01113818454588178,0.37628461017873344,0.02214100540106898,0.8439840919452666
16,1.845,1.61,-0.08,0.02176962525749042,0.7092291811374105,0.011849408302350853,0.376130493012097,0.023672677568006305,0.8345313348428385
17,1.95,1.67,-0.09,0.02297231806554371,0.7082167581454849,0.0125589304618535,0.376047938626692,0.025211127451927755,0.8252170035074425
18,1.971,1.72,-0.0,0.024158686593344844,0.7072776476271752,0.013267209772831,0.3760370820102633,0.026756341472875957,0.8160441467391697
19,2.013,1.78,-0.05,0.025329238568207523,0.7064117855248915,0.013974717799268848,0.3760980122979872,0.028308308986590598,0.8070157029865296
