,Time_Host,Time_Arduino,easingdata,CH1_Oxy,CH1_Deoxy,CH2_Oxy,CH2_Deoxy,CH3_Oxy,CH3_Deoxy
0,1.136,0.04,0.0,1.0,0.3515296067649689,1.0,0.0,0.8487195490432616,1.0
1,1.178,0.1,0.0,0.9990805537081846,0.3522583503584634,0.994080899336261,0.01323471447764316,0.8537585573922362,0.9838788410954954
2,1.199,0.15,0.0,0.9981333622633574,0.35299325293390577,0.9881582574667405,0.02642280177259526,0.8587400343876332,0.9678353307375341
3,1.22,0.21,0.0,0.9971584956353355,0.35373382231861583,0.9822341290782343,0.03955883447729311,0.8636617494351525,0.951875364960861
4,1.24,0.26,0.0,0.9961560370107378,0.35447956709591744,0.9763105619824358,0.052637423478443544,0.868521514525248,0.936004756940267
5,1.26,1.07,0.0,0.9951260824691213,0.3552299977503544,0.9703895952191777,0.06565322265112751,0.873317185850001,0.9202292321103707
6,1.281,1.13,0.0,0.9940687406432634,0.3559846278152679,0.9644732571785769,0.07860093348627825,0.8780466653477765,0.9045544234327655
7,1.342,1.18,0.0,0.9929841323651702,0.35674297501816354,0.958563563744709,0.0914753096461609,0.8827079021749177,0.8889858668149433
8,1.363,1.24,0.0,0.9918723902994676,0.35750456241916834,0.9526625164633736,0.10427116144266073,0.8872988941039667,0.8735289966850039
9,1.445,1.29,0.0,0.9907336585659022,0.35826891953774115,0.9467721007364762,0.11698336023335852,0.8918176888481149,0.8581891417257757
10,1.466,1.35,-0.2,0.9895680923527462,0.35903558346267056,0.9408942840454945,0.1296068427305265,0.896262385311796,0.8429715207715941
11,1.527,1.4,-0.11,0.9883758575229692,0.35980409994028784,0.9350310142064601,0.14213661521833007,0.9006311347675312,0.8278812388706785
12,1.588,1.46,-0.04,0.9871571302150514,0.3605740244358222,0.9291842176587884,0.15456775767371042,0.9049221419592638,0.8129232835158046
13,1.648,1.51,-0.21,0.9859120964402425,0.3613449231630781,0.9233557977901017,0.1668954277867492,0.9091336661325071,0.7981025210458501
14,1.689,1.57,-0.22,0.9846409516778875,0.36211637407812186,0.9175476332989263,0.17911486487679973,0.9132640219916879,0.7834236932206238
15,1.75,1.62,-0.04,0.9833439004702328,0.36288796783325,0.911761576596895,0.19122139370115618,0.9173115805851699,0.7688914139710985
16,1.791,1.68,-0.18,0.9820211560179412,0.36365930868794943,0.9059994522519241,0.2032104281533508,0.921274770118546,0.7545101663267514
17,1.893,1.73,-0.27,0.9806729397773822,0.3644300153738307,0.9002630554736714,0.2150774748483625,0.9251520766968965,0.7402842995212344
18,1.914,1.79,-0.14,0.9792994810606311,0.36519972191067435,0.8945541506424137,0.22681813659219535,0.9289420449968447,0.7262180262771113
19,1.957,1.84,-0.15,0.9779010166390165,0.365968078370822,0.8888744698823716,0.23842811573340283,0.9326432788693655,0.7123154202699062
20,2.019,1.9,-0.33,0.9764777903509824,0.3667347515892924,0.8832257116804956,0.2499032173942115,0.9362544418744134,0.6985804137713573
21,2.081,1.95,-0.24,0.9750300527149601,0.36749942581731593,0.8776095395517459,0.2612393525790158,0.9397742577485249,0.6850167954715073
22,2.124,2.01,-0.16,0.9735580605478836,0.3682618033173837,0.8720275807519335,0.2724325411581397,0.9432015108066306,0.6716282084790901
23,2.185,2.06,-0.32,0.972062076589961,0.36902160489830854,0.8664814250392869,0.28347891472480025,0.9465350462793989,0.6584181484995204
24,2.267,2.12,-0.37,0.9705423691362732,0.3697785703892313,0.8609726234859788,0.29437471932324333,0.9497737705874808,0.6453899621896586
25,2.287,2.17,-0.24,0.9689992116756944,0.37053245905197607,0.855502687340858,0.30511631804609846,0.952916651554104,0.6325468456882908
26,2.369,2.23,-0.35,0.967432882537545,0.3712830499315483,0.8500730869446234,0.31570019349902373,0.9559627185575096,0.619891843320942
27,2.41,2.28,-0.51,0.9658436645463124,0.3720301421448148,0.8446852506985901,0.32612295013067344,0.9589110626247476,0.6074278464772723
28,2.471,2.34,-0.39,0.9642318446847057,0.37277355510751703,0.8393405640880572,0.33638131642600516,0.9617608364683463,0.5951575926589308
29,2.512,2.39,-0.4,0.9625977137652958,0.37351312869976866,0.8340403687611092,0.34647214696096,0.9645112544673566,0.5830836646953941
30,2.574,2.45,-0.59,0.9609415661109797,0.37424872337015685,0.8287859616635161,0.35639242431661944,0.9671615925942328,0.5712084901251082
31,2.636,2.5,-0.52,0.9592636992444658,0.3749802201787004,0.8235785942302174,0.3661392608511649,0.9697111882889583,0.5595343407391702
32,2.676,2.56,-0.4,0.9575644135868778,0.3757075207792583,0.8184194716336948,0.3757099003283409,0.9721594402817765,0.5480633322847899
33,2.739,2.61,-0.58,0.9558440121654652,0.37643054734243914,0.8133097520894066,0.3851017194015753,0.9745058083658411,0.5367974243257984
34,2.799,2.67,-0.64,0.9541028003302789,0.37714924242054415,0.8082505462182752,0.3943122289534206,0.976749813121057,0.5257384202574954
35,2.861,2.72,-0.48,0.9523410854795451,0.37786356875647154,0.8032429164660109,0.4033390752904776,0.978891035590362,0.5148879674730907
36,2.903,2.78,-0.54,0.9505591767933893,0.3785735090387461,0.7982878765788693,0.4121800411942455,0.9809291169096834,0.5042475576789182
37,3.025,2.83,-0.65,0.9487573849754904,0.3792790656049354,0.7933863911353253,0.42083304682836575,0.9828637578927588,0.49381852735552056
38,3.045,2.89,-0.53,0.9469360220022077,0.3799802600957199,0.7885393751330692,0.4292961505026092,0.9846947185719841,0.4836020583616179
39,3.066,2.94,-0.51,0.9450954008787674,0.3806771330617672,0.7837476936307292,0.4375675492937851,0.9864218176964469,0.473599178677828
