,Time_Host,Time_Arduino,easingdata,CH1_Oxy,CH1_Deoxy,CH2_Oxy,CH2_Deoxy,CH3_Oxy,CH3_Deoxy
0,1.163,0.04,0.0,0.06437103657843064,0.5982318713967636,0.18399320990329934,0.0,0.0,0.6921759845761187
1,1.184,0.1,0.0,0.06597212399424224,0.5980348059139292,0.18096671782995893,0.00899373162277366,0.0024999795051241906,0.6832588631196048
2,1.205,0.15,0.0,0.06757476624069926,0.5978321571939907,0.17795853219162036,0.01793899751959419,0.005001709244062274,0.6744059478298946
3,1.227,0.21,0.0,0.06917853090387015,0.5976238104435428,0.1749701113182709,0.02683211661360444,0.007504716322716995,0.665620563931026
4,1.246,0.26,0.0,0.07078298927942822,0.5974096531585388,0.17200290470269264,0.035669453387812015,0.010008539452116083,0.6569059750831581
5,1.266,1.05,0.0,0.07238771672243811,0.5971895753728704,0.16905835181045598,0.04444742129482864,0.012512729287673722,0.6482653807714616
6,1.306,1.11,0.0,0.07399229298811405,0.5969634699073618,0.16613788090539314,0.053162486093912956,0.015016848742864386,0.639701913800236
7,1.369,1.16,0.0,0.07559630256333703,0.5967312326183517,0.1632429078919712,0.061811169110575694,0.017520473277441863,0.6312186378938858
8,1.472,1.22,0.0,0.07719933498875245,0.5964927626450192,0.16037483517595333,0.07039005041413862,0.020023191160426508,0.6228185454060875
9,1.494,1.27,0.0,0.07880098517130338,0.596247962654585,0.15753505054470804,0.07889577190876278,0.022524603708171793,0.6145045551381901
10,1.513,1.33,-0.11,0.08040085368708744,0.5959967390845027,0.15472492606850324,0.08732504033357458,0.025024325497904863,0.6062795102676103
11,1.554,1.38,-0.04,0.08199854707445858,0.5957390023807267,0.15194581702410243,0.09567463016761332,0.027521984557208987,0.5981461763867433
12,1.616,1.44,0.01,0.08359367811732979,0.5954746672311428,0.1491990608419589,0.1039413864354285,0.030017222529963652,0.5901072396527568
13,1.678,1.49,-0.08,0.08518586611865595,0.5952036527932876,0.14648597607825176,0.11212222740938327,0.03250969481928375,0.5821653050485912
14,1.739,1.55,-0.13,0.08677473716408785,0.594925882915623,0.1438078614129166,0.12021414720517269,0.03499907070802711,0.5743228947554648
15,1.822,1.6,-0.05,0.08835992437581434,0.5946412863517877,0.14116599467475016,0.12821421826761784,0.03748503345748623,0.5665824466370933
16,1.843,1.66,-0.13,0.0899410681566705,0.5943497969673573,0.13856163189466159,0.13611959374418797,0.03996728038492126,0.5589463128356649
17,1.883,1.71,-0.23,0.09151781642466068,0.5940513539386532,0.1359960063881628,0.143927509743842,0.04244552292060307,0.5514167584794257
18,1.944,1.77,-0.15,0.09308982483809192,0.593745901943095,0.13347032786818397,0.15163528747877292,0.04491948664502517,0.5439959605015154
19,2.006,1.82,-0.12,0.0946567570115149,0.5934333913405367,0.13098578158925706,0.15924033528660786,0.04738891130691747,0.5366860065694764
20,2.09,1.88,-0.24,0.09621828472261716,0.5931137783450202,0.12854352752402218,0.16674015053070446,0.04985355082265554,0.5294888941247162
21,2.112,1.93,-0.19,0.09777408811012556,0.592787025186477,0.12614469957286015,0.17413232137656356,0.05231317325762717,0.5224065295311422
22,2.195,1.99,-0.13,0.09932385586270846,0.592453100262065,0.12379040480731196,0.18141452844299186,0.05476756079011339,0.5154407273321873
23,2.216,2.04,-0.2,0.10086728539886045,0.5921119782769941,0.12148172274786868,0.18858454632729374,0.057216509658246595,0.5085932096154914
24,2.279,2.1,-0.23,0.10240408303777859,0.5917636403748561,0.11921970467668244,0.19564024500435245,0.0596598300906151,0.5018656054845644
25,2.342,2.15,-0.13,0.10393396416129286,0.5914080742576162,0.11700537298573113,0.20257959109993234,0.0620973462210974,0.4952594506367403
26,2.383,2.21,-0.19,0.10545665336698903,0.5910452742954866,0.11483972056098002,0.20940064903878713,0.0645288959885266,0.48877618704662434
27,2.446,2.26,-0.29,0.10697188461273727,0.5906752416268791,0.11272371020308941,0.21610158206819285,0.06695433102179514,0.4824171627540276
28,2.509,2.32,-0.23,0.10847940135288049,0.5902979842485507,0.11065827408516732,0.2226806531574586,0.0693735165110095,0.4761836317551233
29,2.572,2.37,-0.23,0.10997895666634336,0.589913517095932,0.10864431324795805,0.2291362257738704,0.07178633106529089,0.47007675399525534
30,2.656,2.43,-0.36,0.11147031337688183,0.5895218621134922,0.1066826971327025,0.23546676453545826,0.07419266655777129,0.4640975954615827
31,2.677,2.48,-0.29,0.11295324416560515,0.5891230483149392,0.10477426315170202,0.2416708357410531,0.07659242795826571,0.4582471283735921
32,2.718,2.54,-0.2,0.11442753167579901,0.5887171118330299,0.10291981629642266,0.2477471077782909,0.07898553315402773,0.4525262314693987
33,2.781,2.59,-0.24,0.115892968609991,0.5883040959587748,0.10112012878283286,0.2536943514104009,0.08137191275892629,0.4469356903856539
34,2.844,2.65,-0.25,0.11734935781912464,0.5878840511698475,0.09937593973356029,0.25951143994275677,0.08375150991133662,0.44147619812872996
35,2.928,2.7,-0.12,0.11879651238366318,0.5874570351480435,0.0976879548963691,0.2651973492702807,0.08612428006104386,0.436148355634604
36,2.949,2.76,-0.18,0.12023425568645071,0.5870231127856359,0.09605684639840806,0.2707511578068141,0.08849019074550313,0.4309526724145455
37,2.992,2.81,-0.24,0.12166242147719905,0.586582356180433,0.09448325253561901,0.27617204629754144,0.09084922135585458,0.42588956728339766
38,3.053,2.87,-0.21,0.12308085392852611,0.5861348446192494,0.0929677775965926,0.28145929751558996,0.09320136289314361,0.42095936916699395
