,Time_Host,Time_Arduino,easingdata,CH1_Oxy,CH1_Deoxy,CH2_Oxy,CH2_Deoxy,CH3_Oxy,CH3_Deoxy
0,0.105,0.04,0.0,0.4016039836926268,0.23118880602301017,0.49079056767516216,0.09009448308469932,0.8947272762506644,0.0
1,0.166,0.1,0.0,0.4067818610247002,0.22931407510032467,0.489191057658235,0.08793266724639373,0.8917889618286171,0.005781167775895856
2,0.249,0.16,0.0,0.41197585075452564,0.22744578302825386,0.4875773166423014,0.08577630492688246,0.8888611547179179,0.011607147433696887
3,0.27,0.21,0.0,0.41718413940871174,0.22558474307335158,0.485949935470094,0.08362638462297807,0.8859451026960532,0.01747649764293085
4,0.332,0.27,0.0,0.4224049004357482,0.22373176502489614,0.4843095170287065,0.08148389595219606,0.8830420437347162,0.02338775693700681
5,0.434,0.32,0.0,0.42763629539142595,0.22188765453469206,0.48265667566630094,0.07934982897797982,0.8801532046856568,0.029339444880129465
6,0.455,0.37,0.0,0.43287647511558136,0.22005321246433418,0.48099203658172573,0.07722517353977634,0.8772797999648108,0.035330063253046384
7,0.497,0.43,0.0,0.43812358089838044,0.21822923424075225,0.47931623518730354,0.07511091858863277,0.8744230302357373,0.04135809725658403
8,0.558,0.49,0.0,0.4433757456343991,0.21641650922085573,0.4776299164451146,0.07300805152896707,0.8715840810934181,0.047422016731881754
9,0.619,0.54,0.0,0.4486310949627839,0.2146158200661058,0.4759337341771716,0.07091755756715334,0.8687641217495041,0.053520277396180045
10,0.663,0.6,0.15,0.4538877483918045,0.21282794212785403,0.4742283503499494,0.06884041906755264,0.8659643037201343,0.05965132209295867
11,0.766,0.65,0.09,0.459143820406096,0.2110536428443342,0.47251443433380097,0.06677761491663513,0.8631857595175157,0.06581358205513468
12,0.807,0.7,0.05,0.4643974215548356,0.2092936811503202,0.47079266213784854,0.06473011989589542,0.8604296013465809,0.07200547817989124
13,0.827,0.76,0.12,0.46964665951903956,0.207548806900652,0.46906371562102545,0.0626989040643437,0.8576969198082373,0.07822542231350955
14,0.869,0.81,0.11,0.47488964015623825,0.20581976030898597,0.4673282816800781,0.06068493215139038,0.8549887826109354,0.08447181854437943
15,0.952,0.87,0.08,0.48012446852101826,0.20410727140316412,0.46558705141549767,0.05868916296090826,0.8523062332924348,0.09074306450224569
16,0.993,0.93,0.07,0.485349249860239,0.20241205949855165,0.4638407192764997,0.05671254878719714,0.8496502899537609,0.09703755266170683
17,1.074,0.98,0.13,0.49056209058206773,0.2007348326906274,0.4620899821862972,0.054756034843519125,0.8470219440074517,0.1033536716479756
18,1.094,1.03,0.05,0.49576109919831635,0.19907628736803978,0.4603355386490401,0.0528205587038004,0.84442215894229,0.10968980754290265
19,1.156,1.09,-0.03,0.5009443872398711,0.197437107747274,0.45857808783992615,0.050907049758013294,0.841851869106793,0.11604434518924957
20,1.217,1.14,0.12,0.5061100701452743,0.1958179654300131,0.45681832868010924,0.04901642868167863,0.8393119785137788,0.1224156694911753
21,1.278,1.2,0.01,0.5112562681227504,0.19421951898420287,0.4550569588981531,0.047149606919870905,0.8368033596683606,0.1288021667088872
22,1.319,1.25,-0.06,0.5163811069861336,0.19264241354976652,0.4532946740798852,0.04530748618608445,0.8343268524217013,0.1352022257454153
23,1.381,1.31,0.01,0.5214827189651974,0.19108728046989176,0.45153216670858026,0.043490957976333976,0.8318832628528702,0.14161423942347273
24,1.443,1.36,-0.03,0.5265592434908494,0.18955473694878958,0.4497701251974844,0.04170090309886453,0.8294733621811394,0.14803660575034985
25,1.484,1.42,-0.05,0.5316088279555914,0.18804538573675816,0.4480092329167682,0.03993819121979806,0.8270978857110326,0.1544677291687864
26,1.546,1.47,-0.05,0.536629628449551,0.18655981484329226,0.44625016721705235,0.03820368042498267,0.8247575318123986,0.16090602179178035
27,1.608,1.53,0.01,0.5416198104723343,0.1850985972788829,0.4444935984516824,0.03649821679826127,0.8224529609377675,0.16734990461931354
28,1.67,1.58,-0.07,0.546577549621012,0.18366229082604282,0.4427401889999811,0.03482263401632055,0.820184794679269,0.1737978087349872
29,1.711,1.64,-0.13,0.5515010322547123,0.1822514378399782,0.440990592293767,0.033177752960216925,0.8179536148674365,0.18024817648058533
30,1.772,1.7,-0.01,0.5563884561365068,0.18086656507922053,0.4392454518494875,0.0315643813436154,0.8157599627142776,0.18669946260660591
31,1.833,1.75,-0.13,0.5612380310534926,0.17950818356643516,0.43750540030835383,0.029983313357726343,0.8136043380030189,0.19315013539683903
32,1.895,1.8,-0.22,0.5660479794161573,0.17817678847953336,0.43577105848687797,0.028435329332900598,0.8114871983269287,0.19959867776513088
33,1.916,1.86,-0.15,0.5708165368382534,0.17687285907313915,0.4340430344401897,0.026921195416849328,0.8094089583795958,0.2060435883225432
34,1.978,1.91,-0.2,0.575541952698577,0.17559685863033822,0.43232192254049345,0.025441663269436674,0.8073699892989793,0.21248338241319337
35,2.042,1.97,-0.27,0.5802224906862364,0.17434923444444123,0.43060830257301935,0.023997469773916317,0.8053706180674379,0.21891659311715808
36,2.083,2.02,-0.31,0.5848564293311205,0.17313041783028557,0.428902738851796,0.022589336764369073,0.8034111269698113,0.225341772218937
37,2.146,2.08,-0.29,0.5894420625213096,0.17194082416441728,0.4272057793575396,0.021217970768969082,0.8014917531114936,0.23175749114007657
38,2.208,2.13,-0.36,0.5939777000091473,0.1707808529533223,0.4255179548999114,0.019884062768563325,0.7996126879983028,0.23816234183466983
39,2.291,2.19,-0.42,0.5984616679076287,0.16965088792870828,0.42383977830634173,0.018588287969919588,0.7977740771797764,0.24455493764659267
40,2.312,2.25,-0.3,0.6028923091786833,0.16855129716866876,0.4221717436395365,0.017331305592898808,0.7959760199573497,0.25093391412749205
41,2.375,2.3,-0.41,0.6072679841149009,0.16748243324338577,0.42051432544570283,0.016113758670730442,0.7942185691587154,0.257297929814687
42,2.416,2.35,-0.5,0.6115870708162763,0.16644463338387036,0.4188679780354333,0.014936273862529645,0.7925017309795296,0.26364566696828456
43,2.477,2.41,-0.42,0.6158479656636132,0.16543821967211902,0.41723313479908736,0.013799461277207659,0.7908254648935176,0.26997583226694233
44,2.54,2.46,-0.47,0.6200490837903345,0.1644634992509706,0.4156102075584084,0.012703914307959458,0.7891896836319132,0.2762871574618371
45,2.664,2.52,-0.54,0.62418885955452,0.1635207645518817,0.41399958595602515,0.01165020947653798,0.7875942532330126,0.2825783999885336
46,2.684,2.58,-0.55,0.6282657470129748,0.16261029353883033,0.4124016368843853,0.01063890628655537,0.786038993162437,0.2888483435365777
47,2.705,2.63,-0.54,0.6322782203990441,0.16173234996659375,0.41081670395557285,0.00967054708507916,0.7845236765045481,0.2950957985767325
48,2.746,2.68,-0.61,0.6362247746058347,0.1608871836516673,0.40924510701339095,0.008745656931789296,0.7830480302252742,0.30131960284586906
49,2.827,2.74,-0.67,0.6401039256764379,0.16007503075410015,0.40768714168902404,0.007864743474945219,0.7816117355064285,0.3075186217896291
